address_id,canonical_address,spoken_variant,locality,pincode,source
blr_266c73e5bef044d0,KHB Colony,khb colony area,KHB Colony,,mixed
blr_5cc0028e5b691d1f,LBS Nagar,lbs nagar,LBS Nagar,,mixed
blr_5cc0028e5b691d1f,LBS Nagar,in lbs nagar,LBS Nagar,,mixed
blr_5cc0028e5b691d1f,LBS Nagar,near lbs nagar,LBS Nagar,,mixed
blr_5cc0028e5b691d1f,LBS Nagar,around lbs nagar,LBS Nagar,,mixed
blr_5cc0028e5b691d1f,LBS Nagar,lbs nagar area,LBS Nagar,,mixed
blr_03a8684b6785d3c5,ST Bed Layout,st bed layout,ST Bed Layout,,mixed
blr_03a8684b6785d3c5,ST Bed Layout,in st bed layout,ST Bed Layout,,mixed
blr_03a8684b6785d3c5,ST Bed Layout,near st bed layout,ST Bed Layout,,mixed
blr_03a8684b6785d3c5,ST Bed Layout,around st bed layout,ST Bed Layout,,mixed
blr_03a8684b6785d3c5,ST Bed Layout,st bed layout area,ST Bed Layout,,mixed
blr_9c4ab84c5f4a8079,NGEF Layout,ngef layout,NGEF Layout,,mixed
blr_9c4ab84c5f4a8079,NGEF Layout,in ngef layout,NGEF Layout,,mixed
blr_9c4ab84c5f4a8079,NGEF Layout,near ngef layout,NGEF Layout,,mixed
blr_9c4ab84c5f4a8079,NGEF Layout,around ngef layout,NGEF Layout,,mixed
blr_9c4ab84c5f4a8079,NGEF Layout,ngef layout area,NGEF Layout,,mixed
blr_a9c75dc5f0a806f8,Basaveshwaranagar 2nd Stage,basaveshwaranagar two stage,Basaveshwaranagar 2nd Stage,,mixed
blr_a9c75dc5f0a806f8,Basaveshwaranagar 2nd Stage,basaveshwaranagar second stage,Basaveshwaranagar 2nd Stage,,mixed
blr_a9c75dc5f0a806f8,Basaveshwaranagar 2nd Stage,basaveshwaranagar 2nd stage,Basaveshwaranagar 2nd Stage,,mixed
blr_a9c75dc5f0a806f8,Basaveshwaranagar 2nd Stage,in basaveshwaranagar two stage,Basaveshwaranagar 2nd Stage,,mixed
blr_a9c75dc5f0a806f8,Basaveshwaranagar 2nd Stage,near basaveshwaranagar second stage,Basaveshwaranagar 2nd Stage,,mixed
blr_4c032b54ed781049,Rajajinagar 1st Block,rajajinagar 1st block,Rajajinagar 1st Block,,mixed
blr_4c032b54ed781049,Rajajinagar 1st Block,in rajajinagar 1st block,Rajajinagar 1st Block,,mixed
blr_4c032b54ed781049,Rajajinagar 1st Block,near rajajinagar 1st block,Rajajinagar 1st Block,,mixed
blr_4c032b54ed781049,Rajajinagar 1st Block,around rajajinagar 1st block,Rajajinagar 1st Block,,mixed
blr_4c032b54ed781049,Rajajinagar 1st Block,rajajinagar 1st block area,Rajajinagar 1st Block,,mixed
blr_61dff3d1ae73ed35,Rajajinagar 5th Block,rajajinagar fifth block,Rajajinagar 5th Block,,mixed
blr_61dff3d1ae73ed35,Rajajinagar 5th Block,rajajinagar five block,Rajajinagar 5th Block,,mixed
blr_61dff3d1ae73ed35,Rajajinagar 5th Block,rajajinagar 5th block,Rajajinagar 5th Block,,mixed
blr_61dff3d1ae73ed35,Rajajinagar 5th Block,in rajajinagar fifth block,Rajajinagar 5th Block,,mixed
blr_61dff3d1ae73ed35,Rajajinagar 5th Block,near rajajinagar five block,Rajajinagar 5th Block,,mixed
blr_e76417677a7dacc0,Rajajinagar 3rd Block,rajajinagar 3rd block,Rajajinagar 3rd Block,,mixed
blr_e76417677a7dacc0,Rajajinagar 3rd Block,rajajinagar three block,Rajajinagar 3rd Block,,mixed
blr_e76417677a7dacc0,Rajajinagar 3rd Block,rajajinagar third block,Rajajinagar 3rd Block,,mixed
blr_e76417677a7dacc0,Rajajinagar 3rd Block,in rajajinagar 3rd block,Rajajinagar 3rd Block,,mixed
blr_e76417677a7dacc0,Rajajinagar 3rd Block,near rajajinagar three block,Rajajinagar 3rd Block,,mixed
blr_fec255024e6795f9,KEB Layout,keb layout,KEB Layout,,mixed
blr_fec255024e6795f9,KEB Layout,in keb layout,KEB Layout,,mixed
blr_fec255024e6795f9,KEB Layout,near keb layout,KEB Layout,,mixed
blr_fec255024e6795f9,KEB Layout,around keb layout,KEB Layout,,mixed
blr_fec255024e6795f9,KEB Layout,keb layout area,KEB Layout,,mixed
blr_79533466c44ab0b0,RMV 2nd Stage 1st Block,rmv two stage 1st block,RMV 2nd Stage 1st Block,,mixed
blr_79533466c44ab0b0,RMV 2nd Stage 1st Block,rmv 2nd stage 1st block,RMV 2nd Stage 1st Block,,mixed
blr_79533466c44ab0b0,RMV 2nd Stage 1st Block,rmv second stage 1st block,RMV 2nd Stage 1st Block,,mixed
blr_79533466c44ab0b0,RMV 2nd Stage 1st Block,in rmv two stage 1st block,RMV 2nd Stage 1st Block,,mixed
blr_79533466c44ab0b0,RMV 2nd Stage 1st Block,near rmv 2nd stage 1st block,RMV 2nd Stage 1st Block,,mixed
blr_6071a786f0327494,B Chikkanna Layout,b chikkanna layout,B Chikkanna Layout,,mixed
blr_6071a786f0327494,B Chikkanna Layout,in b chikkanna layout,B Chikkanna Layout,,mixed
blr_6071a786f0327494,B Chikkanna Layout,near b chikkanna layout,B Chikkanna Layout,,mixed
blr_6071a786f0327494,B Chikkanna Layout,around b chikkanna layout,B Chikkanna Layout,,mixed
blr_6071a786f0327494,B Chikkanna Layout,b chikkanna layout area,B Chikkanna Layout,,mixed
blr_60a45dda4bc6f370,BTM 2nd Stage,btm second stage,BTM 2nd Stage,,mixed
blr_60a45dda4bc6f370,BTM 2nd Stage,b t m 2nd stage,BTM 2nd Stage,,mixed
blr_60a45dda4bc6f370,BTM 2nd Stage,btm 2nd stage,BTM 2nd Stage,,mixed
blr_60a45dda4bc6f370,BTM 2nd Stage,btm two stage,BTM 2nd Stage,,mixed
blr_60a45dda4bc6f370,BTM 2nd Stage,in btm second stage,BTM 2nd Stage,,mixed
blr_368092c577bcb3f5,BCC Layout,bcc layout,BCC Layout,,mixed
blr_368092c577bcb3f5,BCC Layout,in bcc layout,BCC Layout,,mixed
blr_368092c577bcb3f5,BCC Layout,near bcc layout,BCC Layout,,mixed
blr_368092c577bcb3f5,BCC Layout,around bcc layout,BCC Layout,,mixed
blr_368092c577bcb3f5,BCC Layout,bcc layout area,BCC Layout,,mixed
blr_e2cce610acffcc94,HRBR Layout 2nd Block,hrbr layout second block,HRBR Layout 2nd Block,,mixed
blr_e2cce610acffcc94,HRBR Layout 2nd Block,hrbr layout 2nd block,HRBR Layout 2nd Block,,mixed
blr_e2cce610acffcc94,HRBR Layout 2nd Block,hrbr layout two block,HRBR Layout 2nd Block,,mixed
blr_e2cce610acffcc94,HRBR Layout 2nd Block,in hrbr layout second block,HRBR Layout 2nd Block,,mixed
blr_e2cce610acffcc94,HRBR Layout 2nd Block,near hrbr layout 2nd block,HRBR Layout 2nd Block,,mixed
blr_25251b1f594cfa9b,HRBR Layout 3rd Block,hrbr layout third block,HRBR Layout 3rd Block,,mixed
blr_25251b1f594cfa9b,HRBR Layout 3rd Block,hrbr layout three block,HRBR Layout 3rd Block,,mixed
blr_25251b1f594cfa9b,HRBR Layout 3rd Block,hrbr layout 3rd block,HRBR Layout 3rd Block,,mixed
blr_25251b1f594cfa9b,HRBR Layout 3rd Block,in hrbr layout third block,HRBR Layout 3rd Block,,mixed
blr_25251b1f594cfa9b,HRBR Layout 3rd Block,near hrbr layout three block,HRBR Layout 3rd Block,,mixed
blr_6854598690b4de3e,GKW Layout,gkw layout,GKW Layout,,mixed
blr_6854598690b4de3e,GKW Layout,in gkw layout,GKW Layout,,mixed
blr_6854598690b4de3e,GKW Layout,near gkw layout,GKW Layout,,mixed
blr_6854598690b4de3e,GKW Layout,around gkw layout,GKW Layout,,mixed
blr_6854598690b4de3e,GKW Layout,gkw layout area,GKW Layout,,mixed
blr_b3eeb0e77f0d5529,M C Layout,m c layout,M C Layout,,mixed
blr_b3eeb0e77f0d5529,M C Layout,in m c layout,M C Layout,,mixed
blr_b3eeb0e77f0d5529,M C Layout,near m c layout,M C Layout,,mixed
blr_b3eeb0e77f0d5529,M C Layout,around m c layout,M C Layout,,mixed
blr_b3eeb0e77f0d5529,M C Layout,m c layout area,M C Layout,,mixed
blr_73986cfe66b75506,ITI Layout,iti layout,ITI Layout,,mixed
blr_73986cfe66b75506,ITI Layout,in iti layout,ITI Layout,,mixed
blr_73986cfe66b75506,ITI Layout,near iti layout,ITI Layout,,mixed
blr_73986cfe66b75506,ITI Layout,around iti layout,ITI Layout,,mixed
blr_73986cfe66b75506,ITI Layout,iti layout area,ITI Layout,,mixed
blr_5e551c65abcd6ad0,NHCS Layout,nhcs layout,NHCS Layout,,mixed
blr_5e551c65abcd6ad0,NHCS Layout,in nhcs layout,NHCS Layout,,mixed
blr_5e551c65abcd6ad0,NHCS Layout,near nhcs layout,NHCS Layout,,mixed
blr_5e551c65abcd6ad0,NHCS Layout,around nhcs layout,NHCS Layout,,mixed
blr_5e551c65abcd6ad0,NHCS Layout,nhcs layout area,NHCS Layout,,mixed
blr_ff744d65deea939a,Rajajinagar 6th Block,rajajinagar six block,Rajajinagar 6th Block,,mixed
blr_ff744d65deea939a,Rajajinagar 6th Block,rajajinagar sixth block,Rajajinagar 6th Block,,mixed
blr_ff744d65deea939a,Rajajinagar 6th Block,rajajinagar 6th block,Rajajinagar 6th Block,,mixed
blr_ff744d65deea939a,Rajajinagar 6th Block,in rajajinagar six block,Rajajinagar 6th Block,,mixed
blr_ff744d65deea939a,Rajajinagar 6th Block,near rajajinagar sixth block,Rajajinagar 6th Block,,mixed
blr_ec8a16a4774433cf,HAL 2nd Stage,hal second stage,HAL 2nd Stage,,mixed
blr_ec8a16a4774433cf,HAL 2nd Stage,hal two stage,HAL 2nd Stage,,mixed
blr_ec8a16a4774433cf,HAL 2nd Stage,hal 2nd stage,HAL 2nd Stage,,mixed
blr_ec8a16a4774433cf,HAL 2nd Stage,in hal second stage,HAL 2nd Stage,,mixed
blr_ec8a16a4774433cf,HAL 2nd Stage,near hal two stage,HAL 2nd Stage,,mixed
blr_a4a73cf53b31a98f,RBI Layout,rbi layout,RBI Layout,,mixed
blr_a4a73cf53b31a98f,RBI Layout,in rbi layout,RBI Layout,,mixed
blr_a4a73cf53b31a98f,RBI Layout,near rbi layout,RBI Layout,,mixed
blr_a4a73cf53b31a98f,RBI Layout,around rbi layout,RBI Layout,,mixed
blr_a4a73cf53b31a98f,RBI Layout,rbi layout area,RBI Layout,,mixed
blr_344eb486f126e1d6,Bank of Baroda Colony,bank of baroda colony,Bank of Baroda Colony,,mixed
blr_344eb486f126e1d6,Bank of Baroda Colony,in bank of baroda colony,Bank of Baroda Colony,,mixed
blr_344eb486f126e1d6,Bank of Baroda Colony,near bank of baroda colony,Bank of Baroda Colony,,mixed
blr_344eb486f126e1d6,Bank of Baroda Colony,around bank of baroda colony,Bank of Baroda Colony,,mixed
blr_344eb486f126e1d6,Bank of Baroda Colony,bank of baroda colony area,Bank of Baroda Colony,,mixed
blr_19afc214bc4122ee,M S Ramaiah City,m s ramaiah city,M S Ramaiah City,,mixed
blr_19afc214bc4122ee,M S Ramaiah City,in m s ramaiah city,M S Ramaiah City,,mixed
blr_19afc214bc4122ee,M S Ramaiah City,near m s ramaiah city,M S Ramaiah City,,mixed
blr_19afc214bc4122ee,M S Ramaiah City,around m s ramaiah city,M S Ramaiah City,,mixed
blr_19afc214bc4122ee,M S Ramaiah City,m s ramaiah city area,M S Ramaiah City,,mixed
blr_bd2c4a77344e734e,K R Layout,k r layout,K R Layout,,mixed
blr_bd2c4a77344e734e,K R Layout,in k r layout,K R Layout,,mixed
blr_bd2c4a77344e734e,K R Layout,near k r layout,K R Layout,,mixed
blr_bd2c4a77344e734e,K R Layout,around k r layout,K R Layout,,mixed
blr_bd2c4a77344e734e,K R Layout,k r layout area,K R Layout,,mixed
blr_2ed1bfc46a347802,Mico Arekere Layout 1st Stage,mico arekere layout 1st stage,Mico Arekere Layout 1st Stage,,mixed
blr_2ed1bfc46a347802,Mico Arekere Layout 1st Stage,in mico arekere layout 1st stage,Mico Arekere Layout 1st Stage,,mixed
blr_2ed1bfc46a347802,Mico Arekere Layout 1st Stage,near mico arekere layout 1st stage,Mico Arekere Layout 1st Stage,,mixed
blr_2ed1bfc46a347802,Mico Arekere Layout 1st Stage,around mico arekere layout 1st stage,Mico Arekere Layout 1st Stage,,mixed
blr_2ed1bfc46a347802,Mico Arekere Layout 1st Stage,mico arekere layout 1st stage area,Mico Arekere Layout 1st Stage,,mixed
blr_b2f9a5a7215cf7dc,AECS Layout D Block,aecs layout d block,AECS Layout D Block,,mixed
blr_b2f9a5a7215cf7dc,AECS Layout D Block,in aecs layout d block,AECS Layout D Block,,mixed
blr_b2f9a5a7215cf7dc,AECS Layout D Block,near aecs layout d block,AECS Layout D Block,,mixed
blr_b2f9a5a7215cf7dc,AECS Layout D Block,around aecs layout d block,AECS Layout D Block,,mixed
blr_b2f9a5a7215cf7dc,AECS Layout D Block,aecs layout d block area,AECS Layout D Block,,mixed
blr_3b0bee0d60ad9426,AECS Layout B Block,aecs layout b block,AECS Layout B Block,,mixed
blr_3b0bee0d60ad9426,AECS Layout B Block,in aecs layout b block,AECS Layout B Block,,mixed
blr_3b0bee0d60ad9426,AECS Layout B Block,near aecs layout b block,AECS Layout B Block,,mixed
blr_3b0bee0d60ad9426,AECS Layout B Block,around aecs layout b block,AECS Layout B Block,,mixed
blr_3b0bee0d60ad9426,AECS Layout B Block,aecs layout b block area,AECS Layout B Block,,mixed
blr_65238726c92405a3,AECS Layout A Block,aecs layout a block,AECS Layout A Block,,mixed
blr_65238726c92405a3,AECS Layout A Block,in aecs layout a block,AECS Layout A Block,,mixed
blr_65238726c92405a3,AECS Layout A Block,near aecs layout a block,AECS Layout A Block,,mixed
blr_65238726c92405a3,AECS Layout A Block,around aecs layout a block,AECS Layout A Block,,mixed
blr_65238726c92405a3,AECS Layout A Block,aecs layout a block area,AECS Layout A Block,,mixed
blr_cbefb6b3154b5b0f,BTM Layout 2nd Stage,btm layout two stage,BTM Layout 2nd Stage,,mixed
blr_cbefb6b3154b5b0f,BTM Layout 2nd Stage,btm layout second stage,BTM Layout 2nd Stage,,mixed
blr_cbefb6b3154b5b0f,BTM Layout 2nd Stage,btm layout 2nd stage,BTM Layout 2nd Stage,,mixed
blr_cbefb6b3154b5b0f,BTM Layout 2nd Stage,b t m layout 2nd stage,BTM Layout 2nd Stage,,mixed
blr_cbefb6b3154b5b0f,BTM Layout 2nd Stage,in btm layout two stage,BTM Layout 2nd Stage,,mixed
blr_4a81bb43d9faf2d4,BTM Layout 1st Stage,btm layout 1st stage,BTM Layout 1st Stage,,mixed
blr_4a81bb43d9faf2d4,BTM Layout 1st Stage,b t m layout 1st stage,BTM Layout 1st Stage,,mixed
blr_4a81bb43d9faf2d4,BTM Layout 1st Stage,in btm layout 1st stage,BTM Layout 1st Stage,,mixed
blr_4a81bb43d9faf2d4,BTM Layout 1st Stage,near b t m layout 1st stage,BTM Layout 1st Stage,,mixed
blr_4a81bb43d9faf2d4,BTM Layout 1st Stage,around btm layout 1st stage,BTM Layout 1st Stage,,mixed
blr_bbf6d61ee734dc6f,DK Naik Nagar,dk naik nagar,DK Naik Nagar,,mixed
blr_bbf6d61ee734dc6f,DK Naik Nagar,in dk naik nagar,DK Naik Nagar,,mixed
blr_bbf6d61ee734dc6f,DK Naik Nagar,near dk naik nagar,DK Naik Nagar,,mixed
blr_bbf6d61ee734dc6f,DK Naik Nagar,around dk naik nagar,DK Naik Nagar,,mixed
blr_bbf6d61ee734dc6f,DK Naik Nagar,dk naik nagar area,DK Naik Nagar,,mixed
blr_4206c4283b418618,Jayanagar 6th Block,jayanagar sixth block,Jayanagar 6th Block,,mixed
blr_4206c4283b418618,Jayanagar 6th Block,jayanagar six block,Jayanagar 6th Block,,mixed
blr_4206c4283b418618,Jayanagar 6th Block,jayanagar 6th block,Jayanagar 6th Block,,mixed
blr_4206c4283b418618,Jayanagar 6th Block,in jayanagar sixth block,Jayanagar 6th Block,,mixed
blr_4206c4283b418618,Jayanagar 6th Block,near jayanagar six block,Jayanagar 6th Block,,mixed
blr_74dde5f0b1960d24,Domlur BDA Layout,domlur bda layout,Domlur BDA Layout,,mixed
blr_74dde5f0b1960d24,Domlur BDA Layout,in domlur bda layout,Domlur BDA Layout,,mixed
blr_74dde5f0b1960d24,Domlur BDA Layout,near domlur bda layout,Domlur BDA Layout,,mixed
blr_74dde5f0b1960d24,Domlur BDA Layout,around domlur bda layout,Domlur BDA Layout,,mixed
blr_74dde5f0b1960d24,Domlur BDA Layout,domlur bda layout area,Domlur BDA Layout,,mixed
blr_9dab791bb353e833,P R Layout,p r layout,P R Layout,,mixed
blr_9dab791bb353e833,P R Layout,in p r layout,P R Layout,,mixed
blr_9dab791bb353e833,P R Layout,near p r layout,P R Layout,,mixed
blr_9dab791bb353e833,P R Layout,around p r layout,P R Layout,,mixed
blr_9dab791bb353e833,P R Layout,p r layout area,P R Layout,,mixed
blr_be4368a382a0231f,Sector 6th,sector 6th,Sector 6,,mixed
blr_be4368a382a0231f,Sector 6th,sector sixth,Sector 6,,mixed
blr_be4368a382a0231f,Sector 6th,sector six,Sector 6,,mixed
blr_be4368a382a0231f,Sector 6th,in sector 6th,Sector 6,,mixed
blr_be4368a382a0231f,Sector 6th,near sector sixth,Sector 6,,mixed
blr_cfe92dd2ab19a984,BDA Layout,bda layout,BDA Layout,,mixed
blr_cfe92dd2ab19a984,BDA Layout,in bda layout,BDA Layout,,mixed
blr_cfe92dd2ab19a984,BDA Layout,near bda layout,BDA Layout,,mixed
blr_cfe92dd2ab19a984,BDA Layout,around bda layout,BDA Layout,,mixed
blr_cfe92dd2ab19a984,BDA Layout,bda layout area,BDA Layout,,mixed
blr_57df517d938aa10b,BEML Township,beml township,BEML Township,,mixed
blr_57df517d938aa10b,BEML Township,in beml township,BEML Township,,mixed
blr_57df517d938aa10b,BEML Township,near beml township,BEML Township,,mixed
blr_57df517d938aa10b,BEML Township,around beml township,BEML Township,,mixed
blr_57df517d938aa10b,BEML Township,beml township area,BEML Township,,mixed
blr_28dee5c587d37683,GM Palya,gm palya,GM Palya,,mixed
blr_28dee5c587d37683,GM Palya,in gm palya,GM Palya,,mixed
blr_28dee5c587d37683,GM Palya,near gm palya,GM Palya,,mixed
blr_28dee5c587d37683,GM Palya,around gm palya,GM Palya,,mixed
blr_28dee5c587d37683,GM Palya,gm palya area,GM Palya,,mixed
blr_bfbb7e7de44e1b63,HAL 3rd Stage,hal third stage,HAL 3rd Stage,,mixed
blr_bfbb7e7de44e1b63,HAL 3rd Stage,hal three stage,HAL 3rd Stage,,mixed
blr_bfbb7e7de44e1b63,HAL 3rd Stage,hal 3rd stage,HAL 3rd Stage,,mixed
blr_bfbb7e7de44e1b63,HAL 3rd Stage,in hal third stage,HAL 3rd Stage,,mixed
blr_bfbb7e7de44e1b63,HAL 3rd Stage,near hal three stage,HAL 3rd Stage,,mixed
blr_c386f1063030c091,Sector 2nd,sector two,Sector 2,,mixed
blr_c386f1063030c091,Sector 2nd,sector 2nd,Sector 2,,mixed
blr_c386f1063030c091,Sector 2nd,sector second,Sector 2,,mixed
blr_c386f1063030c091,Sector 2nd,in sector two,Sector 2,,mixed
blr_c386f1063030c091,Sector 2nd,near sector 2nd,Sector 2,,mixed
blr_0b96ece838d5beef,KR Garden,kr garden,KR Garden,,mixed
blr_0b96ece838d5beef,KR Garden,in kr garden,KR Garden,,mixed
blr_0b96ece838d5beef,KR Garden,near kr garden,KR Garden,,mixed
blr_0b96ece838d5beef,KR Garden,around kr garden,KR Garden,,mixed
blr_0b96ece838d5beef,KR Garden,kr garden area,KR Garden,,mixed
blr_c6ac1b0340504d28,NR Layout,nr layout,NR Layout,,mixed
blr_c6ac1b0340504d28,NR Layout,in nr layout,NR Layout,,mixed
blr_c6ac1b0340504d28,NR Layout,near nr layout,NR Layout,,mixed
blr_c6ac1b0340504d28,NR Layout,around nr layout,NR Layout,,mixed
blr_c6ac1b0340504d28,NR Layout,nr layout area,NR Layout,,mixed
blr_14c7b4f36db1c8b2,SR Layout,sr layout,SR Layout,,mixed
blr_14c7b4f36db1c8b2,SR Layout,in sr layout,SR Layout,,mixed
blr_14c7b4f36db1c8b2,SR Layout,near sr layout,SR Layout,,mixed
blr_14c7b4f36db1c8b2,SR Layout,around sr layout,SR Layout,,mixed
blr_14c7b4f36db1c8b2,SR Layout,sr layout area,SR Layout,,mixed
blr_6b76090375bd9b41,Sector 1st,sector 1st,Sector 1,,mixed
blr_6b76090375bd9b41,Sector 1st,in sector 1st,Sector 1,,mixed
blr_6b76090375bd9b41,Sector 1st,near sector 1st,Sector 1,,mixed
blr_6b76090375bd9b41,Sector 1st,around sector 1st,Sector 1,,mixed
blr_6b76090375bd9b41,Sector 1st,sector 1st area,Sector 1,,mixed
blr_0d8ff69aa53b49ce,Sector 3rd,sector 3rd,Sector 3,,mixed
blr_0d8ff69aa53b49ce,Sector 3rd,sector three,Sector 3,,mixed
blr_0d8ff69aa53b49ce,Sector 3rd,sector third,Sector 3,,mixed
blr_0d8ff69aa53b49ce,Sector 3rd,in sector 3rd,Sector 3,,mixed
blr_0d8ff69aa53b49ce,Sector 3rd,near sector three,Sector 3,,mixed
blr_7f72cdeadedf4df3,Sector 4th,sector four,Sector 4,,mixed
blr_7f72cdeadedf4df3,Sector 4th,sector fourth,Sector 4,,mixed
blr_7f72cdeadedf4df3,Sector 4th,sector 4th,Sector 4,,mixed
blr_7f72cdeadedf4df3,Sector 4th,in sector four,Sector 4,,mixed
blr_7f72cdeadedf4df3,Sector 4th,near sector fourth,Sector 4,,mixed
blr_def1b05d38b72196,Sector 7th,sector 7th,Sector 7,,mixed
blr_def1b05d38b72196,Sector 7th,sector seven,Sector 7,,mixed
blr_def1b05d38b72196,Sector 7th,sector seventh,Sector 7,,mixed
blr_def1b05d38b72196,Sector 7th,in sector 7th,Sector 7,,mixed
blr_def1b05d38b72196,Sector 7th,near sector seven,Sector 7,,mixed
blr_0b91fd6baa804c95,Banashankari 1st Stage,banashankari 1st stage,Banashankari 1st Stage,,mixed
blr_0b91fd6baa804c95,Banashankari 1st Stage,in banashankari 1st stage,Banashankari 1st Stage,,mixed
blr_0b91fd6baa804c95,Banashankari 1st Stage,near banashankari 1st stage,Banashankari 1st Stage,,mixed
blr_0b91fd6baa804c95,Banashankari 1st Stage,around banashankari 1st stage,Banashankari 1st Stage,,mixed
blr_0b91fd6baa804c95,Banashankari 1st Stage,banashankari 1st stage area,Banashankari 1st Stage,,mixed
blr_3932a3afebd00909,Banashankari 3rd Stage,banashankari 3rd stage,Banashankari 3rd Stage,,mixed
blr_3932a3afebd00909,Banashankari 3rd Stage,banashankari three stage,Banashankari 3rd Stage,,mixed
blr_3932a3afebd00909,Banashankari 3rd Stage,banashankari third stage,Banashankari 3rd Stage,,mixed
blr_3932a3afebd00909,Banashankari 3rd Stage,in banashankari 3rd stage,Banashankari 3rd Stage,,mixed
blr_3932a3afebd00909,Banashankari 3rd Stage,near banashankari three stage,Banashankari 3rd Stage,,mixed
blr_55dd932a98630bed,Vinayaka Nagar A Block,vinayaka nagar a block,Vinayaka Nagar A Block,,mixed
blr_55dd932a98630bed,Vinayaka Nagar A Block,in vinayaka nagar a block,Vinayaka Nagar A Block,,mixed
blr_55dd932a98630bed,Vinayaka Nagar A Block,near vinayaka nagar a block,Vinayaka Nagar A Block,,mixed
blr_55dd932a98630bed,Vinayaka Nagar A Block,around vinayaka nagar a block,Vinayaka Nagar A Block,,mixed
blr_55dd932a98630bed,Vinayaka Nagar A Block,vinayaka nagar a block area,Vinayaka Nagar A Block,,mixed
blr_3097b0a67ccc2750,A Narayanapura,a narayanapura,A Narayanapura,,mixed
blr_3097b0a67ccc2750,A Narayanapura,in a narayanapura,A Narayanapura,,mixed
blr_3097b0a67ccc2750,A Narayanapura,near a narayanapura,A Narayanapura,,mixed
blr_3097b0a67ccc2750,A Narayanapura,around a narayanapura,A Narayanapura,,mixed
blr_3097b0a67ccc2750,A Narayanapura,a narayanapura area,A Narayanapura,,mixed
blr_c57165032ea3d95f,BM Kaval,bm kaval,BM Kaval,,mixed
blr_c57165032ea3d95f,BM Kaval,in bm kaval,BM Kaval,,mixed
blr_c57165032ea3d95f,BM Kaval,near bm kaval,BM Kaval,,mixed
blr_c57165032ea3d95f,BM Kaval,around bm kaval,BM Kaval,,mixed
blr_c57165032ea3d95f,BM Kaval,bm kaval area,BM Kaval,,mixed
blr_8d91185841597c54,MEI Colony,mei colony,MEI Colony,,mixed
blr_8d91185841597c54,MEI Colony,in mei colony,MEI Colony,,mixed
blr_8d91185841597c54,MEI Colony,near mei colony,MEI Colony,,mixed
blr_8d91185841597c54,MEI Colony,around mei colony,MEI Colony,,mixed
blr_8d91185841597c54,MEI Colony,mei colony area,MEI Colony,,mixed
blr_205913ec495556b7,Jayanagar 3rd Block,jayanagar third block,Jayanagar 3rd Block,,mixed
blr_205913ec495556b7,Jayanagar 3rd Block,jayanagar three block,Jayanagar 3rd Block,,mixed
blr_205913ec495556b7,Jayanagar 3rd Block,jayanagar 3rd block,Jayanagar 3rd Block,,mixed
blr_205913ec495556b7,Jayanagar 3rd Block,in jayanagar third block,Jayanagar 3rd Block,,mixed
blr_205913ec495556b7,Jayanagar 3rd Block,near jayanagar three block,Jayanagar 3rd Block,,mixed
blr_01c3c09f2d8f7a92,MV Garden,mv garden,MV Garden,,mixed
blr_01c3c09f2d8f7a92,MV Garden,in mv garden,MV Garden,,mixed
blr_01c3c09f2d8f7a92,MV Garden,near mv garden,MV Garden,,mixed
blr_01c3c09f2d8f7a92,MV Garden,around mv garden,MV Garden,,mixed
blr_01c3c09f2d8f7a92,MV Garden,mv garden area,MV Garden,,mixed
